Name,ODS_Code,Status,Address,City,Postcode,Country,Role
HEALTHHERO INTEGRATED CARE LTD,B5L1B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
INTERACTION METHOD FOR PAEDIATRIC AUTISM COMMUNICATION THERAPY IMPACT,B5L5B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BME HEALTH FORUM,B5M4W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
COVEBERRY CARETECH,B5M8O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
RAPIX CONNECT,B5R2Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AFFINITY HEALTH AT WORK LTD,B5R5E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MIND IN BRADFORD,B5T6K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SQUARE HEALTH LIMITED,B5Z0V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
NETMEDS HEALTHCARE,B5Z6O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
360 CAMHS,B6B1R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ALL IT SERVICES,B6E1P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE PEERTALK CHARITABLE FOUNDATION,B6E4M,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WECG LTD,B6F2P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PLANET MUTU LIMITED,B6F4E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CRYSTAL PATHWAYS,B6F4M,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
LONDON PATHWAY,B6F8O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
NORTH CENTRAL LONDON - FFICC VANGUARD,B6G1C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
LIGHT FOR LIFE SEFTON LTD,B6H1G,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
UNION GROUP SERVICES LTD,B6J3Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
INTEGRATED COMMUNITY DIABETES CARE,B6J4D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AQLIOS LTD,B6K7T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
GOQII UK LIMITED,B6K8X,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WORCESTER AND HEREFORDSHIRE CITIZENS ADVICE,B6L8U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MDPH HEALTH SERVICES,B6M5H,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MEDICAL INDUSTRY LTD,B6Q5Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HARRISON NETWORK,B6Q8V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ASSURED PHARMACY,B6R6T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE MAXWELL PRACTICE LTD,B6S2V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CENTREPOINT OUTREACH,B6S9J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
FRAMEWORK GENIE,B6V4U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EVEXIA HEALTH LTD,B6Y2I,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DALIA UK LTD,B6Z6R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
TANDEM HEALTH GLOBAL LIMITED,B6Z6T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
GAVIN WILLIS CREATIVE MARKETING LTD,B7H5K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ZERO TECHNOLOGIES LTD,B7H9U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ENRYCH,B7J3U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
REBOOT CARE SERVICES,B7J5J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HUMAN TOUCH AMBULANCE LTD,B7M3Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
KIMAL PLC,B7O2T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SKYLINE HOSPITALS LTD,B7P3B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DELTA MEDI CLINIC,B7Q1K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EMVENIO CLINICAL RESEARCH U.K,B7R6A,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HEALTHY MINDS (CALDERDALE WELLBEING),B7U9F,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
TQUILA AUTOMATION LTD. (UK),B7W9S,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ARTMED HEALTCARE LTD,B7Y5J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE EDUCATION HUB GROUP LTD T/AS SPRINGPOD,B8A2Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
FOCUS MEDICAL SERVICES LIMITED,B8B2U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AVANADE UK LIMITED,B8C6F,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
KPD COMMUNITY LIVING LTD,B8C8B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SIMPLIFY HCS LIMITED,B8D4Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
COMMUNITY ASSESSMENT THERAPY SERVICES LTD,B8G1M,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SOLUTION PERFORMANCE GROUP LTD,B8J9U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ARNOS ONE LTD T/A ESUPRALIFE,B8K7S,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CLOUD BUSINESS LTD,B8L5W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
4C HEALTH INCORPORATED LTD,B8M1H,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SWITCHBOARDFREE LTD T/A POCKET RECEPTIONIST,B8M2O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DOVETAIL HEALTHCARE TECHNOLOGY LIMITED,B8Q9Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
NATION OCCUPTIONAL HEALTH,B8R9Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
INIFI LIMITED,B8V5R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PHASE TRUST,B9B1U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
VIRTUS CARE SERVICES LIMITED,B9C2G,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SPEECH AND LANGUAGE THERAPY WEST MIDLANDS LTD,B9E9N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MEDITASK,B9F6A,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ACUMENTICE LTD,B9G3D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
INFOBIP,B9H0K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
TEKNITE LIMITED,B9H5Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
NEO PROPERTIES (UK) LIMITED,B9I8H,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PROWIDEN RECRUITMENT,B9K7P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MYHAPPYMIND,B9Q1K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
GILGAL BIRMINGHAM,B9R3N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CELESCAN LTD,B9S1L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AIRWAVE EUROPE LTD,B9U3V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
REHOBOTH HEALTH CONSULT LTD,B9X1J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
COMMUNITY DERMATOLOGY LIMITED,B9X7B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ACORN SUPPORTED HOUSING LTD,C0A3U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SMILE DENTAL CARE,C0H7C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
RISE UP CARE LTD,C0J2Z,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HULATECH LTD,C0L3V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BETTY BROWN WIGS LIMITED,C0N2E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PRO HEALTHOLOGY LIMITED,C0N6N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CELATON LTD,C0T4B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
RENEURAL TECHNOLOGIES LIMITED,C0U8W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
TCC-CASEMIX LTD,C0V6C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MASSON SEELEY & CO LTD,C1C4Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
JESEY-AI LTD,C1C7O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE SERVER LABS LTD,C1D7F,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SOLIHULL MIND,C1H9J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PANTHERA BIOPARTNERS,C1I6D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
2SN HEALTHCARE LTD,C1M0P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE BOURNEMOUTH DORSET & POOLE CARE PROVIDERS FEDERATION,C1M8U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WAI YIN SOCIETY,C1O7R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ESSEX GYNAECOLOGY SERVICES,C1P1C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PRESTIGE CAREER AGENCY (UK) LIMITED (T/A THE NEW DAWN),C1P1N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SHROPSHIRE RESPIRATORY DIAGNOSTICS LTD,C1Q9T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
RENOVO HOLLANDEN PARK LIMITED,C1R5D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ESTEEM PLUS LTD,C1R8U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SISU WELLNESS LTD,C1U0E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HERO OF HEALTH LTD,C1U2R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
STROLLL LIMITED,C1U9Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
QCI RECRUITMENT SOLUTIONS,C1U9S,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
NETMATTERS LTD,C1X0L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ECHO COMMUNICATION LTD,C1X2N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ADHD SHINE,C1Y3Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AURORA MANAGED SERVICES LTD,C2A1H,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WE CARE & REPAIR,C2A8V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
QC CARE AND SUPPORT LTD,C2C4V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PROMETHEUS SAFE & SECURE LTD,C2F9L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PROMEDICAL PERSONNEL LTD,C2G6I,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
COMPLYCARE PLUS LTD,C2N1A,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BETTERTRACK,C2O6O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MINDLER LTD,C2W1N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
QLOG TECHNOLOGIES LTD C/O 8FOLDGOVERNANCE,C2W6C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CARE ACCESS RESEARCH UK LIMITED,C2X3B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
OUTSEE,C2Y0X,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MFC FOUNDATION,C2Y1U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ZEST ALLIED HEALTH PROFESSIONALS LIMITED,C2Y3P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
"THE WATERSIDE CENTRE, KINGS LANGLEY",C2Y4K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SHIRE SURGICAL LTD,C2Z7R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CONTROL INFORMATION TECHNOLOGY LTD,C3B1O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
GET THE DATA,C3C0A,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
YEWDALE COUNSELLING SERVICES,C3C1T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EMERGENCE SOLUTIONS LTD,C3C5R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
LABCYCLE LTD,C3F2B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PARENTS1ST UK,C3H9A,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HAPPY HEALTHY YOU BRADFORD & BEYOND,C3J5D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
RESPONSIV SOLUTIONS LTD,C3L1X,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DOCME TECHNOLOGIES LTD,C3L6C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WEST OAK CLINIC LTD,C3L7V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
LERXS LTD,C3N8Z,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DOT MEDICAL LIMITED,C3P7X,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DATA PRIVACY ADVISORY SERVICE,C3Q3I,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SANDS,C3S9H,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BLACKDOWN ORTHOPAEDIC AND SPINAL SERVICES LLP,C3T5U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ST PETER'S & ST JAMES' HOSPICE & CONTINUING CARE CENTRE,C3U9W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
OWKIN UK LTD,C3V3L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DECISION DATA LTD,C3X9N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PEOPLE SUPPORT LTD,C3X9P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HEALTH FOR ALL (LEEDS) LTD,C3Z0Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MEDY,C4A0G,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THINK THERAPY LTD,C4D1N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DIFFERENT MINDS (ADHD-ASD NORFOLK) LIMITED,C4D5S,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
FRONTIERMIND AI,C4G0V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WAVEHILL LTD,C4L2M,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
FRANKLYN HEALTH LTD,C4L6R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PROF IC CHIKANZA,C4M1V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
GREATER MANCHESTER PRIMARY CARE CIC,C4N5L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
IDEAL PRIVATE PRACTICE,C4N6N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
COUNTY MEDICAL SERVICES LIMITED,C4P8R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EPOINTS REWARDS LIMITED,C4T0U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
REMOTE PHARM SERVICES,C4U2M,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MICAD SYSTEMS UK LTD,C4V1R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PEBBLES CARS,C4X3L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
XPLORO,C5A7L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
YOUR TRUST,C5C3T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PRIMARY CARE WORKFORCE ACADEMY COMMUNITY INTEREST COMPANY,C5C6Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE ROCKET ARTISTS STUDIOS CIC,C5D8C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AXIOM NEUROMONITORING,C5F4U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
P & S HEALTHCARE LIMITED,C5F6M,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PANAKEIA TECHNOLOGIES LIMITED,C5G9T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
POMEROL PARTNERS LTD,C5I2T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AJC MEDICAL LIMITED,C5P3D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
NOVATECH LIMITED,C5P5E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
KAIZEN BIOSERVICES LTD,C5T1O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HAYDOCK MEDICAL CENTRE,C5U2R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ACTION FOR CARERS (SURREY),C5Y4Z,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
YORK MIND,C6A4L,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
GMT STATUTORY REFORM PROGRAMME LIMITED,C6A8R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE SADIE CENTRE,C6A9K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE CONDITION MANAGEMENT COMPANY LTD,C6C5B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SPARK TECHNOLOGY SERVICES LIMITED,C6D3B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MITRE,C6D3K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ANTHROPOS DIGITAL CARE LIMITED,C6F6J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
START,C6G8T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
TARGET HEALTH SOLUTIONS LTD.,C6H1S,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
OAKWOOD DERMATOLOGY LLP,C6T4J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MONTAGU EVANS LLP,C6V9E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CHILD MENTAL HEALTH CLINIC LTD,C6W2D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MEDIRETURN LIMITED,C6W6B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EXETER CITY COMMUNITY TRUST,C6Z7E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CITIZENS ADVICE BUCKS,C7D9F,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HUBRX LIMITED,C7D9W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EFFICIO LTD,C7E3V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SPHERE MEMORY AND REHABILITATION TEAM,C7G0B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BACK INTO ACTION PHYSIOTHERAPY,C7G0T,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BOOTS DIGITAL HEALTH LIMITED,C7G5O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WANDSWORTH GP FEDERATION CIC,C7J7A,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
INSIGTFUL TECHNOLOGY,C7K9N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
OPTIMEDS RX LTD,C7L0P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
NOTTINGHAMSHIRE MIND,C7L2V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
VITALSCAN LTD,C7L7J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
"GROUNDWORK CHESHIRE, LANCASHIRE & MERSEYSIDE",C7M0Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EDSERLAB LIMITED,C7M6Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
H & B HEALTH LTD,C7O7O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PEAKE GB LIMITED,C7P5D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MAKE AN IMPACT CIC,C7S7E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
IRIDIUM MEDICAL PRACTICE HUB,C7U0F,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
TOUGH FURNITURE LTD,C7Z5R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
CHARCO NEUROTECH LTD,C7Z9C,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
PARSEK UK LIMITED,C8A8S,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
VERTEX PHARMACEUTICALS (EUROPE) LIMITED,C8B4W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BARD LTD,C8B9M,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
COUNTERPART INSIGHT & CYMBALSTREAM SOLUTIONS,C8D1V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
WORCESTER PHYSIOTHERAPY CLINIC,C8E4Q,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MARS SECURE TRANSPORT & RECRUITMENT SERVICE,C8G5Z,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
MOTHERS FOR MOTHERS,C8H0Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EMMI TECHNOLOGIES LIMITED,C8J6W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HORIZON MOBILITY LTD,C8M5J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
SYNERGIZE CONSULTING LTD,C8S0B,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
IMGN HC LIMITED (TRADING AS PSYMPLICITY HEALTHCARE),C8T1J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
TURNER & TOWNSEND,C8U7I,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
AUDERE MEDICAL SERVICES LIMITED,C8Y0W,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
INVITA INTELLIGENCE LIMITED,C8Z6U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ROSEKEL RESOURCING LTD,C9E0A,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
DEEPC AI LIMITED,C9E8Z,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
RIVIERA SURGERY LLP,C9G2R,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HALIFAX OPPORTUNITIES TRUST,C9H1G,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
UNITE COMPLIANCE LIMITED,C9H6K,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ERGEA UK AND IRELAND LIMITED,C9I0Z,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
RAINBOW BABY SCANS LTD,C9J1O,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
EMMS DIGITAL,C9K6J,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HAYLE DAY CARE CENTRE TRUST,C9L0V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ISOTOMA,C9M4V,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
BRITISH AND IRISH ORTHOPTIC SOCIETY,C9N8N,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
IBEXSTONE LTD,C9P2P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
JACOBS CLINIC,C9P8D,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ARROWCORP LIMITED,C9Q2P,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ELITE CARE YORKSHIRE LIMITED,C9Q7E,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
THE CITIZEN VOICE BODY FOR HEALTH AND SOCIAL CARE WALES,C9Q8S,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
ROSIE SMITHSON CONSULTANCY,C9R0U,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
HEREFORDSHIRE MIND,C9R0Y,Active,,,,UK,INDEPENDENT SECTOR HEALTHCARE PROVIDER
